platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Primeturbo,stock_Storm,stock_eminia trading
TIELEHABERDER,A0210,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0210SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0211,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0211PR,3,8,5,20250812_135901,8,0,0,0,0,0,0,0
TIELEHABERDER,A0212,3,4,1,20250812_135901,4,0,0,0,0,0,0,0
TIELEHABERDER,A0213,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0213PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0214,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0215,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0215PR,3,7,4,20250812_135901,7,0,0,0,0,0,0,0
TIELEHABERDER,A0215SR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0216,3,2,-1,20250812_135901,2,0,0,0,0,0,0,0
TIELEHABERDER,A0216PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0217,3,4,1,20250812_135901,4,0,0,0,0,0,0,0
TIELEHABERDER,A0218,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0219,3,6,3,20250812_135901,6,0,0,0,0,0,0,0
TIELEHABERDER,A0221,3,9,6,20250812_135901,9,0,0,0,0,0,0,0
